matchId,playerId,squadId,minutesPlayed
103930202,80826,810,60.0
103930202,80009,810,60.0
103930202,993360,810,60.0
103930202,80473,810,60.0
103930202,998408,810,57.05
103930202,80534,810,60.0
103930202,80343,810,60.0
103930202,80452,810,4.45
103930202,997815,810,0.0
103930202,995218,810,0.0
103930202,80052,8119,60.0
103930202,80067,8119,49.483333333333334
103930202,80041,8119,60.0
103930202,80833,8119,30.5
103930202,80299,8119,60.0
103930202,80470,8119,50.78333333333333
103930202,80048,8119,60.0
103930202,80152,8119,43.016666666666666
103930202,994215,8119,0.0
103930202,1007301,8119,10.716666666666667
